T1_Tank_1	T1_Tank_2	T1_Tank_3	T1_Tank_4	T1_Tank_5	T1_Tank_6	T1_Tank_7	T1_Tank_8	T1_Tank_9	T1_Tank_10	T2_Tank_1	T2_Tank_2	T2_Tank_3	T2_Tank_4	T2_Tank_5	T2_Tank_6	T2_Tank_7	T2_Tank_8	T2_Tank_9	T2_Tank_10	T3_Tank_1	T3_Tank_2	T3_Tank_3	T3_Tank_4	T3_Tank_5	T3_Tank_6	T3_Tank_7	T3_Tank_8	T3_Tank_9	T3_Tank_10	T3_EM1	T3_Lambda
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_116	0	1	0	0	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_117	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_118	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_120	1	3	0	1	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_121	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_122	6	10	5	4	4	1	2	2	0	1	4	10	0	3	0	1	5	10	0	6	0	3	0	2	0	0	4	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_123	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_124	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_126	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_127	0	0	2	1	1	0	0	0	0	0	1	4	2	0	0	1	0	0	1	0	0	0	0	0	2	0	2	0	1	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_128	1	1	0	1	6	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_129	2	0	2	1	1	0	0	2	0	0	0	2	5	0	1	4	3	2	0	1	3	0	2	1	0	0	0	1	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_130	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_131	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_132	20	39	13	22	12	5	3	6	4	0	17	56	72	5	12	2	16	55	5	21	4	12	35	4	15	0	13	3	4	8	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_134	2	1	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	4	1	1	1	2	0	2	0	0	3	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_135	6	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_137	0	4	0	3	0	1	0	0	0	0	2	3	1	0	2	1	1	7	1	3	0	2	0	1	0	0	2	3	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_139	0	27	1	3	0	0	0	5	0	0	6	25	0	11	0	3	4	9	1	3	2	6	0	6	3	0	2	1	0	4	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_143	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_144	0	2	1	2	1	1	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_145	0	4	3	2	4	0	1	0	0	0	2	9	2	1	0	0	3	7	0	3	0	3	1	1	0	1	0	1	0	6	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_146	1	1	1	1	0	1	0	1	1	0	0	1	2	0	0	1	0	1	0	0	0	0	6	0	9	0	3	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_147	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_148	2	2	1	1	2	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_149	4	4	1	5	7	0	1	3	0	0	2	4	30	2	4	2	2	2	2	1	3	0	24	2	7	0	4	1	1	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_150	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_151	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_152	1	3	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_153	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_154	19	0	4	1	5	2	4	1	2	0	6	5	89	0	15	3	0	11	3	3	4	0	40	1	33	0	14	0	2	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_156	43	147	40	108	10	2	5	30	1	9	57	161	8	14	4	10	27	89	4	39	17	51	1	22	3	0	6	6	1	75	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_158	0	0	0	0	4	0	2	0	0	0	0	0	3	0	0	1	1	4	0	2	5	0	4	0	0	0	1	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_159	0	0	0	0	1	0	0	0	0	0	2	0	4	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_161	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_162	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_163	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	2	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_164	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_165	11	26	4	9	7	1	0	8	1	0	4	24	7	1	0	4	9	8	4	4	4	3	8	4	4	0	1	0	1	9	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_166	11	0	1	0	0	0	1	0	1	0	2	1	66	0	19	1	0	3	0	0	2	0	43	1	34	0	20	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_168	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	4	0	2	0	0	1	1	0	0	2	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_169	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_171	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_172	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_173	8	7	8	11	16	0	2	2	0	0	4	18	7	5	4	4	2	9	0	3	2	7	7	1	4	0	0	0	0	7	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_174	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_176	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_177	0	2	0	0	0	0	0	1	0	0	1	5	0	1	1	2	2	2	0	0	0	1	0	1	0	0	0	0	0	3	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_178	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_180	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_182	4	12	5	4	0	0	0	1	0	1	5	17	1	1	0	2	3	6	2	5	1	3	1	1	0	0	0	1	0	5	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_183	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_184	1	2	1	0	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	3	0	0	0	1	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_186	1	2	1	2	0	0	0	0	0	0	1	2	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_188	5	0	1	0	0	0	0	0	0	0	3	1	18	0	7	0	0	2	0	0	1	1	16	1	12	0	3	0	2	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_189	7	2	3	1	1	0	0	1	0	0	1	1	34	1	3	1	2	4	4	1	1	2	18	2	12	0	7	0	1	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_192	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_193	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_194	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_195	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	2	0	2	0	2	1	1	0	0	0	0	1	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_197	0	0	3	4	0	0	0	1	0	1	2	4	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_198	1	0	4	0	20	0	1	0	0	0	3	0	17	0	2	1	1	1	3	0	3	2	4	1	1	0	2	0	3	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_201	5	0	0	0	0	0	0	0	0	0	1	1	22	0	8	0	0	6	2	0	0	1	12	0	10	0	6	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_202	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_204	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_206	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_207	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_208	2	3	2	1	2	0	0	1	0	0	3	2	18	0	6	1	1	6	2	3	1	5	15	1	5	0	11	0	2	6	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_210	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_211	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_212	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_213	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_214	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_215	0	5	2	2	10	0	2	0	0	0	1	1	7	0	1	1	1	3	0	0	0	0	0	1	3	0	3	0	3	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_216	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_217	1	1	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	1	1	0	0	0	6	1	2	0	0	0	2	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_218	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_219	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	2	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Mycobacteriaceae___OTU_220	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_221	16	13	80	3	55	56	23	253	62	21	42	5	4	11	49	54	111	457	66	373	22	11	4	6	37	6	122	62	130	144	0	1
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_222	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_223	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_225	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_226	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_227	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_229	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_232	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_234	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Actinobacteria_Actinobacteriia_Corynebacteriales_Nocardiaceae___OTU_236	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
