T1_Tank_1	T1_Tank_2	T1_Tank_3	T1_Tank_4	T1_Tank_5	T1_Tank_6	T1_Tank_7	T1_Tank_8	T1_Tank_9	T1_Tank_10	T2_Tank_1	T2_Tank_2	T2_Tank_3	T2_Tank_4	T2_Tank_5	T2_Tank_6	T2_Tank_7	T2_Tank_8	T2_Tank_9	T2_Tank_10	T3_Tank_1	T3_Tank_2	T3_Tank_3	T3_Tank_4	T3_Tank_5	T3_Tank_6	T3_Tank_7	T3_Tank_8	T3_Tank_9	T3_Tank_10	T3_EM1	T3_Lambda
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2751	0	0	30	1	0	3	0	7	1	0	13	2	5	22	0	13	107	11	8	0	2	0	1	3	0	2	3	23	13	0	109	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2752	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2753	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2754	20	4	2	13	0	19	1	2	5	1	18	8	0	4	11	135	38	57	23	10	25	2	0	9	2	4	15	3	41	4	8	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2755	1	0	1	1	0	0	0	0	0	0	4	0	0	3	0	1	50	0	6	0	1	0	0	1	0	0	0	7	2	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2756	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2757	4	0	0	10	0	1	0	1	0	0	22	0	0	11	2	6	60	10	8	0	11	0	0	3	0	1	0	14	10	1	17	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2758	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2759	9	0	0	5	0	7	0	0	2	0	11	0	0	26	0	2	37	0	12	0	10	0	0	7	0	0	0	5	9	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2760	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	1	1	0	0	0	1	0	0	1	0	0	0	1	3	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2761	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	3	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2762	3	0	0	1	0	0	1	0	1	0	10	0	0	300	0	1	12	0	13	0	2	0	0	12	0	0	0	5	6	0	6	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2763	9	0	0	6	0	0	0	16	2	0	17	0	1	43	0	1	271	9	26	0	5	1	0	6	0	1	3	34	18	0	25	1
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2766	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2767	0	0	0	1	0	0	0	0	1	0	5	0	0	5	0	7	1	0	5	0	0	0	0	2	0	0	0	0	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2768	2	0	9	0	0	0	1	8	0	0	2	1	0	3	0	2	39	3	3	0	1	0	0	0	0	2	2	4	1	0	12	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2769	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2770	0	0	0	2	0	0	0	0	0	0	2	0	0	2	1	2	42	3	1	2	4	0	0	2	0	0	0	1	4	0	10	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2771	0	0	0	2	0	2	0	0	1	0	6	0	0	2	0	11	14	16	2	5	7	2	0	2	0	0	4	2	1	5	3	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2772	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2774	0	0	0	0	0	5	0	0	0	0	1	0	0	97	0	29	0	0	0	0	1	0	0	5	0	1	0	0	3	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2775	2	0	0	0	0	0	0	0	0	0	1	0	0	4	0	5	5	3	5	3	2	0	0	0	0	0	0	1	0	2	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2776	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2777	2	0	0	4	0	0	0	0	0	0	6	0	0	1	0	0	3	0	2	0	0	0	0	9	0	0	0	0	5	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2780	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	8	14	1	8	3	0	0	2	0	0	1	1	7	5	6	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2781	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2782	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	16	2	1	2	2	0	0	0	0	0	0	3	2	0	10	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2783	6	0	0	0	0	3	0	0	0	0	1	0	0	1	3	24	1	17	2	0	2	0	0	0	2	2	11	0	1	0	7	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2784	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2786	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	4	8	0	4	0	0	0	0	0	0	0	0	2	2	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2787	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2788	4	0	0	1	0	0	0	0	0	0	6	0	0	3	0	1	20	13	2	13	6	0	0	2	0	1	0	4	2	2	3	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2790	0	0	0	1	0	0	0	0	0	0	0	0	1	5	1	2	22	2	0	2	0	0	0	0	0	0	0	4	4	1	4	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2791	9	0	0	0	0	8	0	5	1	1	24	0	0	15	8	15	97	51	16	19	3	1	0	5	1	1	2	15	18	14	9	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2792	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2794	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2795	1	0	0	0	0	0	0	0	0	0	3	0	0	4	1	1	2	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2796	2	0	0	0	0	0	0	4	0	0	4	1	0	3	1	4	150	12	0	11	1	0	0	0	0	1	1	12	3	12	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2797	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	2	2	2	1	2	1	1	0	0	0	0	0	0	4	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2798	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2799	4	0	2	3	0	1	0	3	1	0	38	3	0	160	3	8	119	2	24	0	10	3	0	13	0	0	0	5	15	0	6	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2800	2	1	0	3	0	1	0	5	1	0	21	0	0	11	0	11	205	55	19	39	13	0	0	3	0	0	0	16	15	23	80	1
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2801	2	0	0	0	0	2	0	0	1	0	7	0	0	4	0	3	49	34	4	33	7	0	0	0	0	0	0	15	6	19	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2802	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2803	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	1	0	3	0	0	0	0	2	0	0	0	1	2	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2804	38	0	0	1	0	1	0	0	1	0	71	2	0	53	0	10	27	2	1	2	15	6	0	6	0	0	0	5	3	1	4	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2805	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	12	3	3	3	0	0	0	0	0	0	0	1	3	6	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2807	2	0	11	4	0	1	0	1	1	0	13	4	11	7	0	3	43	116	12	18	16	1	0	6	0	1	4	15	31	18	31	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2808	3	0	0	2	0	0	0	16	0	0	6	0	0	10	0	0	170	0	4	0	4	0	0	2	0	0	0	23	8	0	3	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2809	2	0	0	2	0	2	0	2	1	0	10	0	0	183	0	1	26	2	5	1	6	0	0	13	0	0	0	4	3	2	9	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2810	0	0	0	0	0	0	0	0	0	0	1	1	0	57	0	0	10	0	2	0	1	0	0	4	0	0	0	0	3	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2811	1	0	3	0	0	0	0	4	1	0	1	0	1	5	0	0	86	2	3	0	1	0	0	1	0	0	0	5	2	0	7	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2812	2	0	2	1	0	3	0	2	0	0	18	2	0	12	0	2	119	0	8	0	15	0	0	7	0	0	0	13	13	0	13	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2813	2	0	3	1	0	0	0	14	1	0	10	1	0	11	0	1	398	5	16	1	6	2	0	5	0	0	1	64	19	0	8	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2814	1	0	0	0	0	0	0	0	0	0	6	0	0	21	0	0	8	0	1	0	1	0	0	2	0	0	0	0	2	0	4	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2815	0	0	0	1	0	0	0	0	0	0	1	0	0	13	3	0	3	1	0	1	2	0	0	4	2	0	0	0	2	0	432	7
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2816	0	0	0	0	0	0	0	0	0	0	2	0	0	22	0	0	1	0	1	0	0	0	0	2	0	0	0	0	3	0	4	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2817	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2818	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	81	1
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2819	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	40	0	1	0	0	0	0	1	0	0	0	6	0	0	4	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2820	2	0	0	0	0	0	0	0	1	0	3	0	0	59	0	0	2	0	4	0	0	0	0	2	0	0	0	2	3	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2821	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2822	2	1	3	5	5	1	1	0	3	0	17	1	0	6	24	11	56	16	6	6	7	0	0	3	9	0	1	8	3	0	181	1
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2823	0	0	0	0	1	0	0	0	2	0	1	0	0	6	2	1	5	1	1	1	1	0	0	1	2	0	0	1	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2824	2	0	0	2	0	15	0	5	0	0	8	1	0	0	0	38	110	19	10	14	6	0	0	3	1	0	0	15	9	8	879	6
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2825	5	0	0	4	0	3	1	0	3	0	12	0	0	0	2	32	8	17	6	6	8	3	0	1	1	2	4	1	19	2	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2826	2	0	0	0	0	0	0	0	1	0	1	0	0	39	1	3	16	2	0	2	1	0	0	6	0	0	0	1	1	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2827	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2828	1	0	0	2	0	0	0	1	2	0	2	0	0	70	1	1	3	0	3	0	1	0	0	2	0	0	0	0	1	0	46	2
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2829	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2831	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2832	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2833	11	2	0	9	0	3	1	5	7	0	26	2	0	22	1	18	114	167	33	109	42	1	0	5	0	3	12	27	47	70	32	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2834	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2835	3	0	0	0	0	0	0	3	0	0	4	0	0	6	1	1	14	0	1	0	4	0	0	2	0	0	1	3	2	0	4	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2836	2	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2837	1	0	0	0	0	0	0	0	0	0	5	0	0	8	51	0	8	0	1	0	0	0	0	2	4	0	0	1	3	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2838	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	15	1	1	0	1	1	0	0	0	0	0	6	1	0	13	1
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae___OTU_2840	3	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	16	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XIII. Incertae Sedis___OTU_2841	1	0	0	2	1	0	0	4	0	0	2	0	0	0	10	27	37	20	4	2	9	0	0	2	2	4	0	11	9	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XIII. Incertae Sedis___OTU_2842	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XVI. Incertae Sedis___OTU_2843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XVII. Incertae Sedis___OTU_2844	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XVII. Incertae Sedis___OTU_2845	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XVII. Incertae Sedis___OTU_2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XVII. Incertae Sedis___OTU_2847	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales Family XVII. Incertae Sedis___OTU_2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2849	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	4	0	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2850	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2855	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae___OTU_2856	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Gracilibacteraceae___OTU_2857	1	0	0	0	0	0	0	10	1	0	22	4	7	4	14	0	122	9	13	1	13	2	0	6	5	0	7	15	10	8	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae___OTU_2858	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	0	2	0	1	0	2	0	0	0	0	0	5	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae___OTU_2859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae___OTU_2860	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	5	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2861	6	0	17	8	129	106	0	82	0	0	36	125	44	28	519	1566	1370	254	25	20	18	44	7	19	246	45	113	259	24	72	3	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2862	0	0	2	1	1	0	0	1	0	0	2	1	10	0	4	7	10	5	0	1	2	1	1	0	4	0	1	1	0	4	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2863	1	0	2	0	5	28	0	3	0	1	5	2	4	2	25	631	141	10	0	2	3	2	0	2	4	13	2	15	0	9	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2864	0	0	2	0	8	5	0	1	1	2	7	4	2	4	6	54	20	5	1	1	8	0	3	3	5	1	6	3	0	16	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2865	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2866	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2867	1	0	0	7	1	6	0	0	0	0	0	0	0	0	9	47	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2870	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2873	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2875	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2876	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2878	0	0	0	0	1	1	0	0	0	0	0	0	0	2	3	14	1	6	0	0	0	0	0	2	2	0	0	1	0	0	0	0
